run_name,episodes,success_rate,mean_steps,mean_episode_reward,timesteps,episode_records,ppo_mean_center_freq_mhz,ppo_mean_bandwidth_mhz,ppo_mean_return_loss_db,ppo_mean_insertion_loss_db,ppo_mean_solve_count,ppo_mean_elapsed_total_seconds,heuristic_success_rate,heuristic_mean_solve_count,heuristic_mean_bandwidth_mhz,heuristic_mean_return_loss_db,no_tune_success_rate,no_tune_mean_bandwidth_mhz,ppo_minus_heuristic_success,ppo_minus_heuristic_solve_count
filter_example_one_formal_ppo_v3,12,1.0,1.0,10.041170540306043,256,61,905.8333333333334,45.060596526068075,32.773367518439265,1.0833298106886782,2.0,135.64159296666426,0.9166666666666666,1.8333333333333333,48.28616502319729,31.28428977982154,0.5833333333333334,50.10381984327254,0.08333333333333337,0.16666666666666674
filter_example_one_formal_ppo_v3_repeat_seed101,12,1.0,1.0,10.06054720963411,256,64,906.4166666666666,45.136929770688056,33.15788407195301,1.081702990335276,2.0,135.97781019165026,0.9166666666666666,1.8333333333333333,48.28616502319729,31.28428977982154,0.5833333333333334,50.10381984327254,0.08333333333333337,0.16666666666666674
filter_example_one_formal_ppo_v3_repeat_seed202,12,1.0,1.0,10.040072626816142,256,65,906.75,46.12774919795373,30.044835599414057,1.0740729454813251,2.0,136.0219187499703,0.9166666666666666,1.8333333333333333,48.28616502319729,31.28428977982154,0.5833333333333334,50.10381984327254,0.08333333333333337,0.16666666666666674
