sample_id,status,analysis_available,target_satisfied,elapsed_seconds,runtime_report_level,runtime_ratio_to_reference,constraint_violation,tracking_error,total_loss,main_peak_freq_hz,bandwidth_3db_hz,main_peak_s21_db,best_s11_db,high_side_zero_freq_hz,high_side_zero_s21_db,center_freq_error_hz,bandwidth_error_hz,insertion_loss_error_db,return_loss_error_db,high_side_zero_freq_error_hz,high_side_zero_depth_error_db,var_outer_resonator_width,var_middle_resonator_width,var_adjacent_coupling_gap,var_cross_coupling_gap,var_feed_offset
sample_0033,ANALYZED,True,False,61.91537840000092,ok,0.9842461825731045,4.346764112474878,7.346764112474878,6.183455140593598,913000000.0,10726731.977619171,-3.5201816563947066,-9.309802769408376,1034000000.0,-25.88400839479744,8000000.0,-29273268.02238083,1.5201816563947066,5.6901972305916235,84000000.0,-5.884008394797441,11.85,22.85,0.44999999999999996,1.9000000000000001,4.6499999999999995
sample_0034,ANALYZED,True,False,61.83902330000092,ok,0.983692239157778,5.362194941090179,8.362194941090179,7.452743676362724,914000000.0,9332457.288309574,-4.131092001374155,-8.551579961489123,1050000000.0,-30.229116319782694,9000000.0,-30667542.711690426,2.1310920013741548,6.448420038510877,100000000.0,-10.229116319782694,11.85,22.85,0.49999999999999994,1.85,4.6
sample_0035,ANALYZED,True,False,62.21226790000037,ok,0.9901243124671243,3.7428127271317595,6.742812727131759,5.428515908914699,910000000.0,10321839.248428345,-3.6515411002292413,-9.461608472100366,1028999999.9999999,-26.19610056467843,5000000.0,-29678160.751571655,1.6515411002292413,5.538391527899634,78999999.99999988,-6.1961005646784315,11.85,22.9,0.4,1.9500000000000002,4.75
sample_0036,ANALYZED,True,False,62.305708299998514,ok,0.9921074367736571,4.7419158923141245,7.7419158923141245,6.677394865392656,911000000.0,9385517.677788496,-4.0865115705733865,-8.441821877905785,1050000000.0,-32.651416904000094,6000000.0,-30614482.322211504,2.0865115705733865,6.5581781220942155,100000000.0,-12.651416904000094,11.85,22.9,0.44999999999999996,1.7,4.5
sample_0037,ANALYZED,True,False,62.657071699999506,ok,0.9978633983330386,4.755054786064408,7.755054786064408,6.693818482580509,911000000.0,9324574.221870065,-4.1352545557432805,-8.70172604430339,1050000000.0,-30.805236220066842,6000000.0,-30675425.778129935,2.1352545557432805,6.29827395569661,100000000.0,-10.805236220066842,11.85,22.9,0.49999999999999994,1.8,4.5
sample_0038,ANALYZED,True,False,61.4413667000008,ok,0.9786603851787168,4.61874205486757,7.61874205486757,6.523427568584463,911000000.0,9634065.882699728,-3.9532801299638747,-8.91737132766592,1050000000.0,-30.13558614194607,6000000.0,-30365934.117300272,1.9532801299638747,6.08262867233408,100000000.0,-10.13558614194607,11.85,22.9,0.5499999999999999,1.85,4.449999999999999
sample_0039,ANALYZED,True,False,62.665760599998976,ok,0.9986707775992318,4.720655262365991,7.720655262365991,6.650819077957489,911000000.0,9392958.065669775,-4.079328855812132,-8.695700384596464,1050000000.0,-30.421458556100824,6000000.0,-30607041.934330225,2.0793288558121317,6.3042996154035364,100000000.0,-10.421458556100824,11.85,22.9,0.5499999999999999,1.85,4.6499999999999995
sample_0040,ANALYZED,True,False,61.76290809999955,ok,0.9847834946526575,5.433712286318546,8.433712286318546,7.542140357898182,912000000.0,8355434.236906648,-4.765415640376533,-7.701781652685842,1050000000.0,-35.689409170879244,7000000.0,-31644565.763093352,2.765415640376533,7.298218347314158,100000000.0,-15.689409170879244,11.85,22.9,0.6,1.8,4.6499999999999995
sample_0041,ANALYZED,True,False,62.83224260000134,ok,1.0022193205564227,3.766279282089745,6.166279282089745,5.307849102612181,907000000.0,10266049.071385622,-3.697345745631531,-9.236830253811881,1028000000.0,-26.489016033524283,2000000.0,-29733950.928614378,1.697345745631531,5.763169746188119,78000000.0,-6.489016033524283,11.85,22.95,0.44999999999999996,1.9500000000000002,4.75
sample_0042,ANALYZED,True,False,62.75641950000136,ok,1.0006246144860522,5.188022923104749,7.988022923104749,7.185028653880936,909000000.0,8123349.750107884,-4.964616629172224,-7.229256247058615,1050000000.0,-36.48525869305389,4000000.0,-31876650.249892116,2.964616629172224,7.770743752941385,100000000.0,-16.485258693053893,11.85,22.95,0.5499999999999999,1.85,4.699999999999999
sample_0043,ANALYZED,True,False,63.55292779999945,ok,1.0130082332519668,5.181987120975275,7.981987120975274,7.177483901219093,909000000.0,8234453.765736461,-4.962530227861647,-7.137489245728549,1050000000.0,-36.71502226733587,4000000.0,-31765546.23426354,2.962530227861647,7.862510754271451,100000000.0,-16.71502226733587,11.85,22.95,0.6,1.75,4.75
sample_0044,ANALYZED,True,False,62.57457290000093,ok,0.9971023426535603,5.034009296389883,7.834009296389883,6.992511620487353,909000000.0,8423270.568692565,-4.762277566156994,-7.572036447290368,1050000000.0,-36.41776369608225,4000000.0,-31576729.431307435,2.7622775661569943,7.427963552709632,100000000.0,-16.417763696082247,11.85,22.95,0.6,1.8,4.55
sample_0045,ANALYZED,True,False,63.24166900000091,ok,1.0080468925555488,5.1889086223978875,8.188908622397888,7.23613577799736,910000000.0,8112746.080855489,-4.968829874453773,-7.26347560115175,1050000000.0,-32.54149277866604,5000000.0,-31887253.91914451,2.968829874453773,7.73652439884825,100000000.0,-12.54149277866604,11.85,22.95,0.6,1.9500000000000002,4.5
sample_0046,ANALYZED,True,False,62.85451600000124,ok,1.0015631309239987,5.166592568098592,8.166592568098592,7.20824071012324,910000000.0,8274118.549424052,-4.9272665399307565,-7.044432703865712,1050000000.0,-34.050173796299404,5000000.0,-31725881.450575948,2.9272665399307565,7.955567296134288,100000000.0,-14.050173796299404,11.85,23.0,0.5499999999999999,1.9000000000000001,4.5
sample_0047,ANALYZED,True,False,63.332547500000146,ok,1.0089820524200865,4.195075244908881,6.39507524490888,5.793844056136101,904000000.0,10301907.560839891,-3.6842725166403616,-9.253053859909667,1050000000.0,-28.18155757212194,-1000000.0,-29698092.43916011,1.6842725166403616,5.746946140090333,100000000.0,-8.181557572121939,11.85,23.1,0.4,1.75,4.6
